****Estoy modificando un archivo de texto, en este caso, a trav√©s de nano desde la consola de ubuntu

dir	descrip	tam dir
 Directorio de D:\RAR3\Movs Nat. Contraria	" 6 archivos     28,944,082 bytes"	0.027
 Directorio de D:\respaldo maquina on M825016\Parametros 2008\IMPACTOS TODAS LAS CARTERAS\finanzia\esc2_curvas_BORRAR	" 4 archivos     28,855,701 bytes"	0.027
 Directorio de D:\Venta Carter TDC Consumo Abr15\Informaci¢n\Cierre Mayo15	" 5 archivos     28,596,650 bytes"	0.027
 Directorio de D:\Venta Carter TDC Consumo Abr15	" 3 archivos     28,495,523 bytes"	0.027
 Directorio de D:\SAS	"11 archivos     28,439,871 bytes"	0.026
 Directorio de D:\Calibraciones TDC 2013\Incidencia faltantes INTL	" 6 archivos     28,293,175 bytes"	0.026
 Directorio de D:\Personal hga\libros\Econom°a	" 2 archivos     27,913,472 bytes"	0.026
 Directorio de D:\Desarrollo	"18 archivos     27,895,880 bytes"	0.026
 Directorio de D:\respaldo maquina on M825016\Contingencia dany\escenarios_contigencia 2006	"28 archivos     27,865,392 bytes"	0.026
 Directorio de D:\Personal hga\libros\Series de Tiempo	" 1 archivos     27,725,514 bytes"	0.026
 Directorio de D:\Venta de Cartera Hipotecaria	"36 archivos     27,621,386 bytes"	0.026
 Directorio de D:\Calibraciones Consumo 2013\pdmedia	" 4 archivos     27,330,617 bytes"	0.025
 Directorio de D:\GrupoInnovaci¢n\Decision Trees	" 9 archivos     26,622,695 bytes"	0.025
 Directorio de D:\Financiera\CARTERA MENSUAL\2007 a 2009	" 1 archivos     26,518,016 bytes"	0.025
 Directorio de D:\Contingencia2012\Resstructuras Finanzia	" 3 archivos     26,228,127 bytes"	0.024
 Directorio de D:\Bancarias2011\2011\Resultados\hga\pd\pd_anioinc	" 2 archivos     26,161,152 bytes"	0.024
 Directorio de D:\TDC2014\LGD\2013	"13 archivos     26,160,947 bytes"	0.024
 Directorio de D:\respaldo maquina on M825016\Parametros 2008\IMPACTOS TODAS LAS CARTERAS\catalogos\FINANZIA Y TODOS\ESC1_SEVALTA	" 1 archivos     26,000,896 bytes"	0.024
 Directorio de D:\respaldo maquina on M825016\2007\ACUMULADA 2007\SEVERIDAD\entrega_ago\SEV ANALISIS ABIERTOS\ANALISIS FINAL	" 5 archivos     25,950,720 bytes"	0.024
 Directorio de D:\Negocio2011\Info\Base Garantias	" 3 archivos     25,889,817 bytes"	0.024
 Directorio de D:\Finanzia2011\2011\Info Contrato Cuenta	" 1 archivos     25,789,632 bytes"	0.024
 Directorio de D:\respaldo maquina on M825016\2007\ACUMULADA 2007\SEVERIDAD\EJERCICIO UNO SIN MOD REEST	"10 archivos     25,602,560 bytes"	0.024
 Directorio de D:\Financiera\BasesMar09\Renato\Entrada 2009\Comparaci¢n de impagos	"10 archivos     25,497,225 bytes"	0.024
 Directorio de D:\Quitas PFP Ricardo	" 8 archivos     24,589,301 bytes"	0.023
 Directorio de D:\respaldo maquina on M825016\2007\ACUMULADA 2007\SEVERIDAD\entregable_correc\FORWARD	" 8 archivos     24,545,792 bytes"	0.023
 Directorio de D:\Financiera_Ayudamos\Info_Financiera\Semanal\Cortes Semanales 2008	" 4 archivos     24,491,008 bytes"	0.023
 Directorio de D:\Temporal\rar3	" 2 archivos     24,362,319 bytes"	0.023
 Directorio de D:\respaldo maquina on M825016\2007\ACUMULADA 2007	"11 archivos     23,924,625 bytes"	0.022
 Directorio de D:\Financiera\Bases SAS\JUL08\ATP	" 5 archivos     23,920,640 bytes"	0.022
 Directorio de D:\Multivariada\hga	" 6 archivos     23,667,732 bytes"	0.022
 Directorio de D:\Financiera\2011\Modelo Interno\V2	" 8 archivos     23,621,254 bytes"	0.022
 Directorio de D:\respaldo maquina on M825016\2007\ACUMULADA 2007\SEVERIDAD\entregable_correc\FORWARD\entrega	" 2 archivos     23,619,072 bytes"	0.022
 Directorio de D:\RAR2010\Severidad Tarjetas\2009\Documentos	" 9 archivos     23,613,038 bytes"	0.022
 Directorio de D:\Financiera_Ayudamos\2012\Resultados\PD	" 8 archivos     23,202,304 bytes"	0.022
 Directorio de D:\TDC_RARCIERRE2011\Otros	"11 archivos     23,196,636 bytes"	0.022
 Directorio de D:\respaldo maquina on M825016\contingencia\resumen cifras	" 6 archivos     23,017,472 bytes"	0.021
 Directorio de D:\RAR\2009	"12 archivos     22,979,821 bytes"	0.021
 Directorio de D:\Personal hga\libros\C†lculo	" 1 archivos     22,930,163 bytes"	0.021
 Directorio de D:\GravityHipotecasV2\Segmentaci¢n Final\Propuesta 1	" 6 archivos     22,682,073 bytes"	0.021
 Directorio de D:\respaldo maquina on M825016\contingencia\resumen cifras\reest_bnc_fnz\NUEVA_PD_REEST	"33 archivos     22,619,126 bytes"	0.021
 Directorio de D:\Jajo	" 2 archivos     22,385,139 bytes"	0.021
 Directorio de D:\RAR3_2012\An†lisis Ejes AC\Reconstrucci¢n Cohortes	" 4 archivos     22,144,512 bytes"	0.021
 Directorio de D:\RAR3	"28 archivos     22,126,143 bytes"	0.021
 Directorio de D:\TDC_RARCIERRE2011\Reactivas\Actual\Finanzia	"25 archivos     22,057,844 bytes"	0.021
 Directorio de D:\TDC2014\Calibraciones BHS TSM\Proyecto	" 1 archivos     22,053,408 bytes"	0.021
 Directorio de D:\Recalibraci¢nCNBV TDC\NuevaInfoFinanzas	" 3 archivos     21,908,670 bytes"	0.020
 Directorio de D:\respaldo maquina on M825016\2007	" 7 archivos     21,717,504 bytes"	0.020
 Directorio de D:\Infonacot	"39 archivos     21,618,095 bytes"	0.020
 Directorio de D:\respaldo maquina on M825016\2007\ACUMULADA 2007\ACUMULADA 2006\bases Erre\acum_final	"13 archivos     21,405,394 bytes"	0.020
 Directorio de D:\Financiera\Bases_ago09\Alta y Primer Pago Cierre Agosto 2009	" 2 archivos     21,387,776 bytes"	0.020
 Directorio de D:\respaldo maquina on M825016\2007\ACUMULADA 2007\ACUMULADA 2006\bases nx	" 6 archivos     21,261,824 bytes"	0.020
 Directorio de D:\Financiera\2011\Modelo Interno\Calif PE Financiera Ayudamos Nov11	" 1 archivos     21,241,856 bytes"	0.020
 Directorio de D:\Calibraciones TDC 2013\Matrices de Transici¢n\corrida2	" 7 archivos     21,195,313 bytes"	0.020
 Directorio de D:\respaldo maquina on M825016\2007\ACUMULADA 2007\PD\FINAL	" 5 archivos     20,805,632 bytes"	0.019
 Directorio de D:\Negocio2011\Impactos	" 3 archivos     20,477,440 bytes"	0.019
 Directorio de D:\Financiera\2011\Bases	"14 archivos     20,476,134 bytes"	0.019
 Directorio de D:\RAR2010\Severidad Tarjetas\2010\Documentos	"10 archivos     20,336,227 bytes"	0.019
 Directorio de D:\Financiera\Bases SAS\JUL08	" 6 archivos     20,333,568 bytes"	0.019
 Directorio de D:\CalibracionesHipotecas2014\Resultados	" 7 archivos     20,310,307 bytes"	0.019
 Directorio de D:\RAR3\Quitas altas MP	" 3 archivos     20,044,940 bytes"	0.019
 Directorio de D:\Venta de Cartera Hipotecaria\Actualizaci¢n Cartera\MismaCartNvosSaldos	" 6 archivos     19,932,381 bytes"	0.019
 Directorio de D:\TDC2014\Calibraciones BHS TSM\Prueba Ponderaciones	" 2 archivos     19,917,641 bytes"	0.019
 Directorio de D:\Calibraciones TDC 2013\Matrices de Transici¢n	"17 archivos     19,897,990 bytes"	0.019
 Directorio de D:\Financiera\BasesAbr09\ACLARACIONES	"22 archivos     19,643,019 bytes"	0.018
 Directorio de D:\Grupo Innovaci¢n 2015	"22 archivos     19,599,850 bytes"	0.018
 Directorio de D:\respaldo maquina on M825016\Parametros 2008\IMPACTOS TODAS LAS CARTERAS\esc1_solomedia_correc	" 3 archivos     19,587,347 bytes"	0.018
 Directorio de D:\Financiera_Ayudamos\2012\An†lisis Cosechas	" 2 archivos     19,550,208 bytes"	0.018
 Directorio de D:\Calibraciones2012\Nuevo Modelo\Vectores Banco	"25 archivos     19,376,693 bytes"	0.018
 Directorio de D:\Entrega Nayeli\MODELO TOY_GLOBAL\Books	"14 archivos     19,174,440 bytes"	0.018
 Directorio de D:\respaldo maquina on M825016\Contingencia dany\escenarios_contigencia 2006\abr06 b	"15 archivos     19,025,408 bytes"	0.018
 Directorio de D:\B\Consumo\C2013\Remanentes\ULTIMOS	"13 archivos     18,977,208 bytes"	0.018
 Directorio de D:\Financiera\2010\FinancieraUSBChio	" 5 archivos     18,939,953 bytes"	0.018
 Directorio de D:\RAR2010\Severidad Tarjetas\2010\Resultados\Ajuste cerrados enero2010\Sin inferencia	" 8 archivos     18,892,800 bytes"	0.018
 Directorio de D:\respaldo maquina on M825016\2007\ANALISIS_APL	"12 archivos     18,848,768 bytes"	0.018
 Directorio de D:\TDC2014\TSM\R2	" 5 archivos     18,843,756 bytes"	0.018
 Directorio de D:\respaldo maquina on M825016\2007\ACUMULADA 2007\PD\ENTREGA_AGO\impacto_con_pesos\PDÔS X BEHAVIOR\pd final inactivas	" 7 archivos     18,727,424 bytes"	0.017
 Directorio de D:\Negocio2010\2009	" 8 archivos     18,487,296 bytes"	0.017
 Directorio de D:\Bancarias2010	" 3 archivos     18,357,248 bytes"	0.017
 Directorio de D:\respaldo maquina on M825016\Parametros 2008\IMPACTOS TODAS LAS CARTERAS\catalogos\banco	" 3 archivos     18,344,960 bytes"	0.017
 Directorio de D:\Calibraciones2012\Documentaci¢n v01_2013	" 8 archivos     18,340,423 bytes"	0.017
 Directorio de D:\respaldo maquina on M825016\Parametros 2008\IMPACTOS TODAS LAS CARTERAS\ESC1_SOLO MEDIAborrar	" 1 archivos     18,291,200 bytes"	0.017
 Directorio de D:\respaldo maquina on M825016\REEST_MANUEL\Punto 4\Comites\Comites	"15 archivos     18,204,672 bytes"	0.017
 Directorio de D:\Calibraciones Consumo 2013\Documentos\w	"10 archivos     17,982,508 bytes"	0.017
 Directorio de D:\Financiera\CARTERA MENSUAL\2010	"13 archivos     17,900,544 bytes"	0.017
 Directorio de D:\Hip	"16 archivos     17,895,676 bytes"	0.017
 Directorio de D:\Financiera\2010\arbol_financiera_previo	"10 archivos     17,861,608 bytes"	0.017
 Directorio de D:\BHS Transaccional\Entrega Gustavo\hector - trans\creo que no sirve de mucho  esto	" 2 archivos     17,750,038 bytes"	0.017
 Directorio de D:\hipotecas\CONTEOS	" 1 archivos     17,674,542 bytes"	0.016
 Directorio de D:\Negocio2010\2010\Impactos	" 7 archivos     17,478,144 bytes"	0.016
 Directorio de D:\TDC2014\LGD\Costos	" 7 archivos     17,452,376 bytes"	0.016
 Directorio de D:\Multivariada\oscar	" 4 archivos     17,263,907 bytes"	0.016
 Directorio de D:\respaldo maquina on M825016\Parametros 2008\IMPACTOS TODAS LAS CARTERAS\catalogos\uair	"19 archivos     17,248,882 bytes"	0.016
 Directorio de D:\respaldo maquina on M825016\2007\ACUMULADA 2007\ACUMULADA 2006\bases Erre\ANALISIS MENSUAL FINAL_ENTREGA	" 6 archivos     16,903,680 bytes"	0.016
 Directorio de D:\BHS Transaccional\Entrega Gustavo	" 1 archivos     16,848,425 bytes"	0.016
 Directorio de D:\B\Consumo\C2013\Quitas	" 5 archivos     16,795,429 bytes"	0.016
 Directorio de D:\Venta de Cartera Hipotecaria\Ejercicio por Tipo Soluci¢n	" 9 archivos     16,554,764 bytes"	0.015
 Directorio de D:\Calibraciones2012\Modelo Actual\Finanzia	"12 archivos     16,524,240 bytes"	0.015
 Directorio de D:\RAR2010\Severidad Tarjetas\2010\Resultados\Final MS	"10 archivos     16,507,904 bytes"	0.015
 Directorio de D:\Negocio2012\Impactos Iv†n	" 2 archivos     16,070,144 bytes"	0.015
 Directorio de D:\Entrega Nayeli\MODELO TOY_GLOBAL\Books\R	" 1 archivos     16,017,829 bytes"	0.015
 Directorio de D:\Entrega Nayeli\MODELO TOY_GLOBAL\Books\Riesgo mercado	" 2 archivos     15,912,299 bytes"	0.015
 Directorio de D:\InfoTDC2013\Reestructuras\BRs Diso\BRs Fzia	"12 archivos     15,899,152 bytes"	0.015
 Directorio de D:\respaldo maquina on M825016\2007\ACUMULADA 2007\SEVERIDAD\entrega_ago\EJERCICIO EAD 2000 final	" 4 archivos     15,843,531 bytes"	0.015
 Directorio de D:\Finanzia2012\Info\Castigos	"13 archivos     15,770,798 bytes"	0.015
 Directorio de D:\Personal hga\Comprobantes\Linio	" 6 archivos     15,694,104 bytes"	0.015
 Directorio de D:\Venta Carter TDC Consumo Abr15\Explic. LGD TDC	" 6 archivos     15,655,331 bytes"	0.015
 Directorio de D:\Personal hga\libros\Filosof°a	" 3 archivos     15,604,760 bytes"	0.015
 Directorio de D:\respaldo maquina on M825016\Parametros 2008\IMPACTOS TODAS LAS CARTERAS\finanzia\esc2_curvas_ok	" 1 archivos     15,587,328 bytes"	0.015
 Directorio de D:\respaldo maquina on M825016\Parametros 2008\IMPACTOS TODAS LAS CARTERAS\finanzia\ESC3_3KFACT_V2_MODCCF	" 1 archivos     15,515,648 bytes"	0.014
 Directorio de D:\NuevoEjeCalibConsumo2013\docs	" 2 archivos     15,473,574 bytes"	0.014
 Directorio de D:\Respaldo Jes£s\Estimacion_Final\Entregables\Documentacion\AEspa§a	" 7 archivos     15,336,608 bytes"	0.014
 Directorio de D:\Negocio2011\R\ccf	" 2 archivos     15,233,350 bytes"	0.014
 Directorio de D:\respaldo maquina on M825016\Parametros 2008\IMPACTOS TODAS LAS CARTERAS\finanzia\esc1_mediasok	" 3 archivos     15,135,589 bytes"	0.014
 Directorio de D:\RAR2010\Severidad Tarjetas\2010\Incidencias	" 9 archivos     15,007,810 bytes"	0.014
 Directorio de D:\Personal hga\libros\Inteligencia Artificial	" 3 archivos     14,917,527 bytes"	0.014
 Directorio de D:\respaldo maquina on M825016\2007\ACUMULADA 2007\SEVERIDAD\COSTOS	"11 archivos     14,908,416 bytes"	0.014
 Directorio de D:\work\Muestras_c	"12 archivos     14,893,992 bytes"	0.014
 Directorio de D:\Calibraciones2012\a§opasado\Vectores\FINANZIA	"23 archivos     14,824,939 bytes"	0.014
 Directorio de D:\TDC_RARCIERRE2011\Reactivas\Actual\Sucursal	"15 archivos     14,787,346 bytes"	0.014
 Directorio de D:\PR\alex\Vectores\FINANZIA	"23 archivos     14,751,211 bytes"	0.014
 Directorio de D:\Financiera\2010\arbol_financiera	" 7 archivos     14,680,932 bytes"	0.014
 Directorio de D:\Calibraciones2012\Nuevo Modelo	" 5 archivos     14,637,592 bytes"	0.014
 Directorio de D:\respaldo maquina on M825016\2007\ACUMULADA 2007\SEVERIDAD\entrega_ago\EJERCICIO EAD 2000 final\prueba frontera	" 1 archivos     14,563,840 bytes"	0.014
 Directorio de D:\Finanzia2011\2011\Resultados\pd_anioinc	" 2 archivos     14,561,792 bytes"	0.014
 Directorio de D:\Calibraciones Consumo 2013\Codigos de calibracion y consumo\Documentos\PD	"23 archivos     14,454,251 bytes"	0.013
 Directorio de D:\Respaldo Jes£s\Estimacion_Final\Entregables\Documentacion\AEspa§a\Final	"21 archivos     14,433,889 bytes"	0.013
 Directorio de D:\InfoTDC2013\Reestructuras\BRs Diso\BRs Banco	"12 archivos     14,382,928 bytes"	0.013
 Directorio de D:\GDrive\NuevoEjeCalibConsumo2013\exceles	" 4 archivos     14,349,529 bytes"	0.013
 Directorio de D:\NuevoEjeCalibConsumo2013\exceles	" 4 archivos     14,349,529 bytes"	0.013
 Directorio de D:\BHS Transaccional\FicoTransaccional	" 4 archivos     14,337,247 bytes"	0.013
 Directorio de D:\respaldo maquina on M825016\Parametros 2008\TDC NEGOCIO\IMPACTOS	" 4 archivos     14,332,644 bytes"	0.013
 Directorio de D:\GDrive\Proyecto ECK+HGA	"21 archivos     14,228,353 bytes"	0.013
 Directorio de D:\Bancarias2011\2011\Resultados\hga\pd	" 9 archivos     14,178,816 bytes"	0.013
 Directorio de D:\Entrega Nayeli\MODELO TOY_GLOBAL\Books\SAS	" 2 archivos     14,008,530 bytes"	0.013
 Directorio de D:\Pruebas EstrÇs Empresas\Par†metros Sa£l	"11 archivos     13,906,057 bytes"	0.013
 Directorio de D:\respaldo maquina on M825016	"20 archivos     13,895,585 bytes"	0.013
 Directorio de D:\Calibraciones2012\Nuevo Modelo\Vectores Finanzia	"23 archivos     13,840,810 bytes"	0.013
 Directorio de D:\respaldo maquina on M825016\2007\ANALISIS PD	" 1 archivos     13,764,608 bytes"	0.013
 Directorio de D:\TDC_RARCIERRE2011\Reactivas\Actual\CE	"21 archivos     13,763,951 bytes"	0.013
 Directorio de D:\Financiera\2011\Par†metros	"14 archivos     13,738,611 bytes"	0.013
 Directorio de D:\TDC_RARCIERRE2011\Reactivas\NvoModelo\Fz	"11 archivos     13,625,344 bytes"	0.013
 Directorio de D:\Bancarias2011\2010	" 4 archivos     13,532,568 bytes"	0.013
 Directorio de D:\TÇcnicasAc°clicas2014\Felipe\Versi¢n definitiva\Documentos	"12 archivos     13,291,627 bytes"	0.012
 Directorio de D:\respaldo maquina on M825016\REEST_MANUEL\Punto 4\Comites	" 4 archivos     13,107,712 bytes"	0.012
 Directorio de D:\Entrega Nayeli\MODELO TOY_GLOBAL\Test_ayuda	" 5 archivos     13,040,336 bytes"	0.012
 Directorio de D:\hipotecas\MILTON	"19 archivos     13,001,682 bytes"	0.012
 Directorio de D:\respaldo maquina on M825016\Contingencia dany\escenarios_contigencia 2006\Nueva carpeta\analisis de sensibilidad sobremun_cm	"28 archivos     12,991,398 bytes"	0.012
 Directorio de D:\Calibraciones TDC 2013\PD Inactivas\Contingencia	" 2 archivos     12,973,393 bytes"	0.012
 Directorio de D:\RAR2010\Severidad Tarjetas\2010\Validaciones	"11 archivos     12,904,930 bytes"	0.012
 Directorio de D:\Venta de Cartera Hipotecaria\CuadreOscar\explic_vtas	" 7 archivos     12,791,126 bytes"	0.012
 Directorio de D:\Negocio2012\Info	" 5 archivos     12,605,716 bytes"	0.012
 Directorio de D:\Financiera\BasesMar09\ReportesRiesgos\ReportedeRiesgos 311008	" 8 archivos     12,521,736 bytes"	0.012
 Directorio de D:\respaldo maquina on M825016\AUDITORIAS	"18 archivos     12,463,389 bytes"	0.012
 Directorio de D:\respaldo maquina on M825016\severidad\REPROCESO2006 D DANY	"15 archivos     12,435,804 bytes"	0.012
 Directorio de D:\GDrive\MatricesTransici¢n	" 2 archivos     12,435,686 bytes"	0.012
 Directorio de D:\Finanzia2014	" 3 archivos     12,395,210 bytes"	0.012
 Directorio de D:\Personal hga\libros\Administraci¢n de Riesgos	" 2 archivos     12,332,980 bytes"	0.011
 Directorio de D:\TDC2014\Entrega\wordprelim	" 6 archivos     12,245,475 bytes"	0.011
 Directorio de D:\Calibraciones TDC 2013\PD Aplicada vs PD Te¢rica	" 4 archivos     12,235,687 bytes"	0.011
 Directorio de D:\Personal hga\libros\Matem†ticas Financieras	" 1 archivos     12,224,898 bytes"	0.011
 Directorio de D:\TDC2014\Entrega\Documentos	"22 archivos     12,218,931 bytes"	0.011
 Directorio de D:\respaldo maquina on M825016\Parametros 2008\IMPACTOS TODAS LAS CARTERAS\finanzia\esc3_3kfact	" 3 archivos     12,200,239 bytes"	0.011
 Directorio de D:\Financiera\BasesMar09\Archivos 1 Cierre Marzo09	" 4 archivos     12,174,336 bytes"	0.011
 Directorio de D:\respaldo maquina on M825016\2007\ACUMULADA 2007\SEVERIDAD\entrega_ago\EJERCICIO EAD 2000 final\CURVA ABIERTO INF\EAD MOD 2000 PREDICHOS FINAL	" 4 archivos     12,143,616 bytes"	0.011
 Directorio de D:\RAR2010\Severidad Tarjetas\2010\Resultados\Ajuste cerrados enero2010	"15 archivos     12,124,672 bytes"	0.011
 Directorio de D:\B\Consumo\C2013\Remanentes	" 9 archivos     12,026,544 bytes"	0.011
 Directorio de D:\Venta de Cartera Hipotecaria\Actualizaci¢nPortafolioJul11	"11 archivos     11,849,858 bytes"	0.011
 Directorio de D:\Financiera\Bases_ago09\FA 0809.RC	" 2 archivos     11,795,456 bytes"	0.011
 Directorio de D:\Calibraciones Consumo 2013\Exceles	"19 archivos     11,752,886 bytes"	0.011
 Directorio de D:\B\Reconstruccion Hipotecaria Nov\estimacion feb12\Soluciones_Hip	"13 archivos     11,752,053 bytes"	0.011
 Directorio de D:\Reconstruccion Hipotecaria Nov\estimacion feb12\Soluciones_Hip	"13 archivos     11,752,053 bytes"	0.011
 Directorio de D:\respaldo maquina on M825016\Parametros 2008\IMPACTOS TODAS LAS CARTERAS\esc3_modsev	" 3 archivos     11,749,888 bytes"	0.011
 Directorio de D:\Calibraciones2012\Modelo Actual\Canales Externos	"21 archivos     11,737,465 bytes"	0.011
 Directorio de D:\Calibraciones2012\a§opasado\Vectores\CANALESEXTERNOS	"19 archivos     11,728,553 bytes"	0.011
 Directorio de D:\PR\alex\Vectores\CANALESEXTERNOS	"19 archivos     11,727,940 bytes"	0.011
 Directorio de D:\GDrive\mel	"24 archivos     11,693,276 bytes"	0.011
 Directorio de D:\Magazines	" 1 archivos     11,668,904 bytes"	0.011
 Directorio de D:\Financiera\2010\CNBV\Petici¢nInfoCNBV_v2	" 3 archivos     11,666,432 bytes"	0.011
 Directorio de D:\respaldo maquina on M825016\2007\ACUMULADA 2007\impactos\entrega_ago\BORRAR	" 7 archivos     11,649,024 bytes"	0.011
 Directorio de D:\ArreglaScorecards\Informe\Archivos	" 7 archivos     11,641,273 bytes"	0.011
 Directorio de D:\GDrive\ArreglaScorecards\Informe\Archivos	" 7 archivos     11,641,273 bytes"	0.011
 Directorio de D:\GDrive\ArreglaScorecards\Exploratorio	"14 archivos     11,629,022 bytes"	0.011
 Directorio de D:\ArreglaScorecards\Exploratorio	"12 archivos     11,628,692 bytes"	0.011
 Directorio de D:\InfoTDC2012\Reestructuras\TDC Finanzia	"14 archivos     11,571,829 bytes"	0.011
 Directorio de D:\Finanzia2012\Resultados\pd inactivas	" 2 archivos     11,521,536 bytes"	0.011
 Directorio de D:\TDC2014\Auditor°a	" 7 archivos     11,351,117 bytes"	0.011
 Directorio de D:\respaldo maquina on M825016\2007\ACUMULADA 2007\SEVERIDAD\CALCULO 2005	" 1 archivos     11,309,056 bytes"	0.011
 Directorio de D:\RiesgoOperacional 2015	" 2 archivos     11,214,278 bytes"	0.010
 Directorio de D:\respaldo maquina on M825016\2007\ACUMULADA 2007\impactos\entrega_ago\impactos2	" 4 archivos     11,172,352 bytes"	0.010
